X,Y,OBJECTID,acci_id,tamainid,numunits,AccidentDate,AccidentTime,DayOfWeek,WasFatal,WasHitAndRun,TransImmedMedCare,UCRCode,UCRDescription,CoordX,CoordY,Location,Inside_Outside,City,Accuracy,Distance,Units,Direction,From_At,IntersectingStreet,AddrNumber,AddrDirection,AddrStreetName,AddrStreetNameSuffix,CrossStreetDirection,CrossStreetName,CrossStreetSuffix,LightConditionDescription,WeatherDescription,WeatherOther,RelationDescription,IntersectionTypeDescription,RoadConfigurationDescription,MannerOfCrashDescription,MannerOfCrashOther,DATASOURCE,URL,F7Days,F28Days,COMPSTAT_28D,WEEKLY_7D,AccidentDateTime
1016611.910104986280203,461773.75,11810,1310300410  ,165374,2,2013-10-30T00:00:00.000Z,1720,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1016611.91,461773.75,N SWAN RD                     ,INSIDE                                                 ,TUCSON              ,Approximately,     ,Feet,  ,At,E CAMP LOWELL DR              ,        ,E ,CAMP LOWELL                             ,DR  ,N ,SWAN                                    ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,,LEFT TURN                                              ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1016611.910104986280203,461773.75,11858,1712090391  ,198686,2,2017-12-09T00:00:00.000Z,1936,SAT,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1016611.91,461773.75,E CAMP LOWELL DR              ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N SWAN RD                     ,        ,E ,CAMP LOWELL                             ,DR  ,N ,SWAN                                    ,RD  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1712090391.pdf,,,,,
1011167.950131233781576,463501.160104990005493,11860,1902070096  ,208345,2,2019-02-07T00:00:00.000Z,0544,THU,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1011167.95,463501.16,PARADISE FALLS DR             ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,E ,From,ALVERNON WY                   ,        ,N ,ALVERNON                                ,WY  ,E ,PARADISE FALLS                          ,DR  ,DARK-NOT LIGHTED                                       ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1902070096.pdf,,,,,
1010001.37992126122117,453726.75,11908,1605250195  ,184304,2,2016-05-25T00:00:00.000Z,1108,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1010001.38,453726.75,DODGE BL N                    ,INSIDE                                                 ,TUCSON              ,Approximately,500  ,Feet,N ,From,PIMA ST E                     ,        ,N ,DODGE                                   ,BL  ,E ,PIMA                                    ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,,"2-WAY, NOT DIVIDED                                     ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2016\1605250195.pdf,,,,,
1010001.37992126122117,453726.75,11912,1905090145  ,210566,2,2019-05-09T00:00:00.000Z,0739,THU,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1010001.38,453726.75,E PIMA ST                     ,,TUCSON              ,N/A,     ,N/A,  ,At,N DODGE BL                    ,        ,N ,DODGE                                   ,BL  ,E ,PIMA                                    ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1905090145.pdf,,,,,
996257.5,448312.470144353806973,11920,1308140002  ,163802,2,2013-08-14T00:00:00.000Z,0808,WED,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,996257.5,448312.47,E 5TH ST                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,S ,At,N EUCLID                      ,822     ,E ,5TH                                     ,ST  ,  ,                                        ,    ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",OTHER                                                  ,ANGLE FRONT/FRONT        ,TPD_TRAFFIC_INCIDENTS,,,,,,
999891.62992126122117,450950.109908133745193,11958,1302040350  ,160249,2,2013-02-04T00:00:00.000Z,1331,MON,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,999891.63,450950.11,E SPEEDWAY BL                 ,INSIDE                                                 ,TUCSON              ,Approximately,200  ,Feet,E ,From,N WARREN AV                   ,        ,E ,SPEEDWAY                                ,BL  ,N ,WARREN                                  ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - DRIVEWAY                       ,T-INTERSECTION                                         ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
999891.62992126122117,450950.109908133745193,11959,1807260414  ,203772,2,2018-07-26T00:00:00.000Z,1618,THU,0,1,0,3214      ,3214-PROP DMG TRAF ACCIDENT/HIT & RUN/BICYCLE          ,999891.63,450950.11,WARREN AV                     ,INSIDE                                                 ,TUCSON              ,Approximately,10   ,Feet,N ,From,SPEEDWAY BL                   ,        ,E ,SPEEDWAY                                ,BL  ,N ,WARREN                                  ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1807260414.pdf,,,,,
1027359.37007873877883,452545.020013123750687,11961,1304180426  ,161395,2,2013-04-18T00:00:00.000Z,1704,THU,0,1,1,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1027359.37,452545.02,N WILMOT RD                   ,INSIDE                                                 ,TUCSON              ,Approximately,50   ,Feet,S ,From,E FAIRMOUNT ST                ,        ,E ,FAIRMOUNT                               ,ST  ,N ,WILMOT                                  ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,UNKNOWN                                                ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ","SIDESWIPE, SAME DIRECTION                              ",                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1004377.899934384971857,435143.68996062874794,11973,1906160475  ,211434,2,2019-06-16T00:00:00.000Z,1558,SUN,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1004377.9,435143.69,S FORGEUS AV                  ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E 36TH ST                     ,        ,E ,36TH                                    ,ST  ,S ,FORGEUS                                 ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1906160475.pdf,,,,,
998319.160104986280203,429790.029855646193027,11980,1308210150  ,163936,2,2013-08-21T00:00:00.000Z,0910,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,998319.16,429790.03,E AJO WY                      ,INSIDE                                                 ,TUCSON              ,Approximately,     ,N/A,  ,At,E BENSON HY                   ,        ,E ,AJO                                     ,WY  ,E ,BENSON                                  ,HY  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,,,OTHER                                                  ,RIGHT TURN               ,TPD_TRAFFIC_INCIDENTS,,,,,,
1028832.87992126122117,435193.229986876249313,12030,1603090005  ,182385,2,2016-03-08T00:00:00.000Z,2059,TUE,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,1028832.88,435193.23,E GOLF LINKS RD               ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,S CALLE POLAR                 ,        ,S ,CALLE POLAR                             ,    ,E ,GOLF LINKS                              ,RD  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
993147.87007873877883,447863.020013123750687,12098,1802200390  ,200409,2,2018-02-20T00:00:00.000Z,1501,TUE,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,993147.87,447863.02,6TH ST                        ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,N ,From,6TH AV                        ,        ,N ,6TH                                     ,AV  ,E ,6TH                                     ,ST  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1802200390.pdf,,,,,
996427.160104986280203,450917.520013123750687,12122,1209210124  ,158251,2,2012-09-21T00:00:00.000Z,1221,FRI,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,996427.16,450917.52,SPEEDWAY BL                   ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,TYNDALL AV                    ,        ,E ,SPEEDWAY                                ,BL  ,N ,TYNDALL                                 ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
996427.160104986280203,450917.520013123750687,12123,1303240249  ,161157,2,2013-03-24T00:00:00.000Z,1015,SUN,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,996427.16,450917.52,E SPEEDWAY BL                 ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N TYNDALL AV                  ,        ,E ,SPEEDWAY                                ,BL  ,N ,TYNDALL                                 ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,,ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1019285.93996062874794,450526.410104990005493,12230,1809120544  ,204775,2,2018-09-12T00:00:00.000Z,1749,WED,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1019285.94,450526.41,2ND ST                        ,,TUCSON              ,Approximately,5    ,Feet,E ,From,ROSEMONT BL                   ,        ,E ,2ND                                     ,ST  ,N ,ROSEMONT                                ,BL  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1809120544.pdf,,,,,
983206.529855642467737,456083.270013123750687,12310,1210050245  ,158404,2,2012-10-05T00:00:00.000Z,1710,FRI,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,983206.53,456083.27,W GRANT RD                    ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N DRAGOON ST                  ,        ,N ,DRAGOON                                 ,ST  ,W ,GRANT                                   ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1054221.5,402951.93996062874794,12331,1508180075  ,177664,2,2015-08-18T00:00:00.000Z,0719,TUE,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1054221.5,402951.94,RITA RD E                     ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,HOUGHTON RD S                 ,        ,S ,HOUGHTON                                ,RD  ,E ,RITA                                    ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1004681.81003937125206,458867.37992125749588,12399,1802070371  ,200079,2,2018-02-07T00:00:00.000Z,1424,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1004681.81,458867.38,GLENN ST                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,TREAT AV                      ,        ,E ,GLENN                                   ,ST  ,N ,TREAT                                   ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1802070371.pdf,,,,,
996801.87007873877883,450113.81003937125206,12400,1309030002  ,164177,2,2013-09-03T00:00:00.000Z,0909,TUE,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,996801.87,450113.81,E 2ND ST                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N PARK AV                     ,        ,  ,2                                       ,    ,  ,PARK                                    ,    ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
997908.62992126122117,447931.299868769943714,12447,1703070459  ,191748,2,2017-03-07T00:00:00.000Z,1752,TUE,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,997908.63,447931.3,6TH ST E                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,SANTA RITA AV N               ,        ,E ,6TH                                     ,ST  ,N ,SANTA RITA                              ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1703070459.pdf,,,,,
1016597.68996062874794,460366.049868769943714,12487,1312240144  ,166436,2,2013-12-24T00:00:00.000Z,1030,TUE,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1016597.69,460366.05,N SWAN RD                     ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E FORT LOWELL RD              ,        ,E ,FORT LOWELL                             ,RD  ,N ,SWAN                                    ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
991961.06003937125206,462505.580052495002747,12492,1308030312  ,163597,2,2013-08-03T00:00:00.000Z,1500,SAT,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,991961.06,462505.58,N STONE AV                    ,INSIDE                                                 ,TUCSON              ,Approximately,20   ,Feet,W ,At,E MOHAVE RD                   ,        ,E ,MOHAVE                                  ,RD  ,N ,STONE                                   ,AV  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1004674.87007873877883,456209.160104990005493,12505,1605030419  ,183735,2,2016-05-03T00:00:00.000Z,1832,TUE,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1004674.87,456209.16,E GRANT RD                    ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,W ,From,N TREAT AV                    ,        ,E ,GRANT                                   ,RD  ,N ,TREAT                                   ,AV  ,DUSK                                                   ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - ALLEY-ACCESS-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2016\1605030419.pdf,,,,,
1031552.37992126122117,440514.5,12508,1712080162  ,198622,2,2017-12-08T00:00:00.000Z,0928,FRI,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1031552.38,440514.5,LEHIGH DR                     ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,N ,From,22ND ST                       ,        ,E ,22ND                                    ,ST  ,S ,LEHIGH                                  ,DR  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1712080162.pdf,,,,,
1021926.18996062874794,459126.029855646193027,12535,1304170252  ,161484,2,2013-04-17T00:00:00.000Z,1108,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1021926.19,459126.03,E GLENN ST                    ,INSIDE                                                 ,TUCSON              ,Approximately,10   ,Feet,E ,At,N CRAYCROFT RD                ,        ,N ,CRAYCROFT                               ,RD  ,E ,GLENN                                   ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
990059.709973752498627,465251.18011811375618,12544,1401290357  ,167024,2,2014-01-29T00:00:00.000Z,1625,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,990059.71,465251.18,N ORACLE RD                   ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,W ,From,W PASTIME RD                  ,        ,N ,ORACLE                                  ,RD  ,W ,PASTIME                                 ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,T-INTERSECTION                                         ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
995476.529855642467737,450896.270013123750687,12587,1704110191  ,192718,2,2017-04-11T00:00:00.000Z,0844,TUE,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,995476.53,450896.27,N 1ST AV                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E SPEEDWAY BL                 ,        ,N ,1ST                                     ,AV  ,E ,SPEEDWAY                                ,BL  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1704110191.pdf,,,,,
1000648.18996062874794,468097.109908133745193,12612,1311250338  ,165893,2,2013-11-25T00:00:00.000Z,1402,MON,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1000648.19,468097.11,N CAMPBELL AV                 ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E LIMBERLOST DR               ,        ,N ,CAMPBELL                                ,AV  ,E ,LIMBERLOST                              ,DR  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,VEHICLE VS BICYCLE       ,TPD_TRAFFIC_INCIDENTS,,,,,,
996807.43996062874794,449819.589895009994507,12619,1709220431  ,196673,2,2017-09-22T00:00:00.000Z,1435,FRI,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,996807.44,449819.59,2ND ST E                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,PARK AV N                     ,        ,E ,2ND                                     ,ST  ,N ,PARK                                    ,AV  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1709220431.pdf,,,,,
1000340.899934384971857,453370.540026247501373,12620,1211270006  ,159134,2,2012-11-27T00:00:00.000Z,1108,TUE,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1000340.9,453370.54,RING RD                       ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,MARTIN                        ,        ,E ,ELM                                     ,ST  ,N ,RING                                    ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,Y-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",LEFT TURN                                              ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1005970.93996062874794,462893.37007874250412,12740,1811010136  ,205962,2,2018-11-01T00:00:00.000Z,0822,THU,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1005970.94,462893.37,COUNTRY CLUB RD               ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,E ,From,KLEINDALE RD                  ,        ,N ,COUNTRY CLUB                            ,RD  ,E ,KLEINDALE                               ,RD  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1811010136.pdf,,,,,
999379.0,458778.410104990005493,12771,1904190247  ,210102,2,2019-04-19T00:00:00.000Z,1055,FRI,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,999379,458778.41,GLENN ST                      ,INSIDE                                                 ,TUCSON              ,Approximately,100  ,Feet,E ,From,CHERRY AV                     ,        ,N ,CHERRY                                  ,AV  ,E ,GLENN                                   ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1904190247.pdf,,,,,
1023321.5,451223.220144353806973,12790,1312040178  ,166049,2,2013-12-04T00:00:00.000Z,1025,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1023321.5,451223.22,E SPEEDWAY BL                 ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N VAN BUREN AV                ,        ,E ,SPEEDWAY                                ,BL  ,N ,VAN BUREN                               ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ",OTHER                                                  ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1012100.470144357532263,456377.609908133745193,12818,1209240230  ,158279,2,2012-09-24T00:00:00.000Z,1826,MON,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,1012100.47,456377.61,E GRANT RD                    ,INSIDE                                                 ,TUCSON              ,Approximately,30   ,Feet,W ,From,N SYCAMORE BL                 ,        ,E ,GRANT                                   ,RD  ,N ,SYCAMORE                                ,BL  ,DUSK                                                   ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,,"2-WAY, NOT DIVIDED                                     ",HEAD-ON (FRONT-TO-FRONT) (OTHER THAN LEFT TURN)        ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
990064.75,464599.910104990005493,12819,1804050511  ,201466,2,2018-04-05T00:00:00.000Z,2025,THU,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,990064.75,464599.91,N. ORACLE RD                  ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,N ,From,W KING RD                     ,        ,W ,KING                                    ,RD  ,N ,ORACLE                                  ,RD  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1804050511.pdf,,,,,
